# Ariel VISPhot passband
# Source: SVO Filter Profile Service (Ariel), provided by the user
# Added: 2026-07-28
# provenance: official
# unit: micron
# transmission: fraction
0.5030000000 0.2272767880
0.5120000000 0.2544923118
0.5210000000 0.2592279051
0.5290000000 0.2608719295
0.5380000000 0.2741213075
0.5460000000 0.2838046224
0.5550000000 0.2486067834
0.5640000000 0.2814255366
0.5720000000 0.2836946201
0.5810000000 0.2700160584
0.5890000000 0.2558420094
0.5980000000 0.1876497991
