teff,logg,mh,alpha,node
42500,4.25,-1,0,1150
42500,4.25,-0.699,0,1151
42500,4.25,-0.301,0,1152
42500,4.25,0,0,1154
42500,4.25,0.301,0,1155
42500,4.5,-1,0,1156
42500,4.5,-0.699,0,1157
42500,4.5,-0.301,0,1158
42500,4.5,0,0,1160
42500,4.5,0.301,0,1161
42500,4.75,-1,0,1162
42500,4.75,-0.699,0,1163
42500,4.75,-0.301,0,1164
42500,4.75,0,0,1166
42500,4.75,0.301,0,1167
45000,3.75,-1,0,1168
45000,3.75,-0.699,0,1169
45000,3.75,-0.301,0,1170
45000,3.75,0,0,1172
45000,3.75,0.301,0,1173
45000,4,-1,0,1174
45000,4,-0.699,0,1175
45000,4,-0.301,0,1176
45000,4,0,0,1178
45000,4,0.301,0,1179
45000,4.25,-1,0,1180
45000,4.25,-0.699,0,1181
45000,4.25,-0.301,0,1182
45000,4.25,0,0,1184
45000,4.25,0.301,0,1185
45000,4.5,-1,0,1186
45000,4.5,-0.699,0,1187
45000,4.5,-0.301,0,1188
45000,4.5,0,0,1190
45000,4.5,0.301,0,1191
45000,4.75,-1,0,1192
45000,4.75,-0.699,0,1193
45000,4.75,-0.301,0,1194
45000,4.75,0,0,1196
45000,4.75,0.301,0,1197
47500,3.75,-1,0,1198
47500,3.75,-0.699,0,1199
47500,3.75,-0.301,0,1200
47500,3.75,0,0,1202
47500,3.75,0.301,0,1203
47500,4,-1,0,1204
47500,4,-0.699,0,1205
47500,4,-0.301,0,1206
47500,4,0,0,1208
47500,4,0.301,0,1209
47500,4.25,-1,0,1210
47500,4.25,-0.699,0,1211
47500,4.25,-0.301,0,1212
47500,4.25,0,0,1214
47500,4.25,0.301,0,1215
47500,4.5,-1,0,1216
47500,4.5,-0.699,0,1217
47500,4.5,-0.301,0,1218
47500,4.5,0,0,1220
47500,4.5,0.301,0,1221
47500,4.75,-1,0,1222
47500,4.75,-0.699,0,1223
47500,4.75,-0.301,0,1224
47500,4.75,0,0,1226
47500,4.75,0.301,0,1227
50000,4,-1,0,1228
50000,4,-0.699,0,1229
50000,4,-0.301,0,1230
50000,4,0,0,1232
50000,4,0.301,0,1233
50000,4.25,-1,0,1234
50000,4.25,-0.699,0,1235
50000,4.25,-0.301,0,1236
50000,4.25,0,0,1238
50000,4.25,0.301,0,1239
50000,4.5,-1,0,1240
50000,4.5,-0.699,0,1241
50000,4.5,-0.301,0,1242
50000,4.5,0,0,1244
50000,4.5,0.301,0,1245
50000,4.75,-1,0,1246
50000,4.75,-0.699,0,1247
50000,4.75,-0.301,0,1248
50000,4.75,0,0,1250
50000,4.75,0.301,0,1251
52500,4,-1,0,1252
52500,4,-0.699,0,1253
52500,4,-0.301,0,1254
52500,4,0,0,1256
52500,4,0.301,0,1257
52500,4.25,-1,0,1258
52500,4.25,-0.699,0,1259
52500,4.25,-0.301,0,1260
52500,4.25,0,0,1262
52500,4.25,0.301,0,1263
52500,4.5,-1,0,1264
52500,4.5,-0.699,0,1265
52500,4.5,-0.301,0,1266
52500,4.5,0,0,1268
52500,4.5,0.301,0,1269
52500,4.75,-1,0,1270
52500,4.75,-0.699,0,1271
52500,4.75,-0.301,0,1272
52500,4.75,0,0,1274
52500,4.75,0.301,0,1275
55000,4,-1,0,1276
55000,4,-0.699,0,1277
55000,4,-0.301,0,1278
55000,4,0,0,1280
55000,4,0.301,0,1281
55000,4.25,-1,0,1282
55000,4.25,-0.699,0,1283
55000,4.25,-0.301,0,1284
55000,4.25,0,0,1286
55000,4.25,0.301,0,1287
55000,4.5,-1,0,1288
55000,4.5,-0.699,0,1289
55000,4.5,-0.301,0,1290
55000,4.5,0,0,1292
55000,4.5,0.301,0,1293
55000,4.75,-1,0,1294
55000,4.75,-0.699,0,1295
55000,4.75,-0.301,0,1296
55000,4.75,0,0,1298
55000,4.75,0.301,0,1299
