teff,logg,mh,alpha,node
6000,3.5,0.2,0,10813
6000,3.5,0.5,0,11289
6000,4,-2.5,0,9862
6000,4,-2,0,9386
6000,4,-1.5,0,8910
6000,4,-1,0,8434
6000,4,-0.5,0,7958
6000,4,0,0,10338
6000,4,0.2,0,10814
6000,4,0.5,0,11290
6000,4.5,-2.5,0,9863
6000,4.5,-2,0,9387
6000,4.5,-1.5,0,8911
6000,4.5,-1,0,8435
6000,4.5,-0.5,0,7959
6000,4.5,0,0,10339
6000,4.5,0.2,0,10815
6000,4.5,0.5,0,11291
6000,5,-2.5,0,9864
6000,5,-2,0,9388
6000,5,-1.5,0,8912
6000,5,-1,0,8436
6000,5,-0.5,0,7960
6000,5,0,0,10340
6000,5,0.2,0,10816
6000,5,0.5,0,11292
6250,0.5,-2.5,0,9865
6250,0.5,-2,0,9389
6250,0.5,-1.5,0,8913
6250,0.5,-1,0,8437
6250,0.5,-0.5,0,7961
6250,0.5,0,0,10341
6250,0.5,0.2,0,10817
6250,0.5,0.5,0,11293
6250,1,-2.5,0,9866
6250,1,-2,0,9390
6250,1,-1.5,0,8914
6250,1,-1,0,8438
6250,1,-0.5,0,7962
6250,1,0,0,10342
6250,1,0.2,0,10818
6250,1,0.5,0,11294
6250,1.5,-2.5,0,9867
6250,1.5,-2,0,9391
6250,1.5,-1.5,0,8915
6250,1.5,-1,0,8439
6250,1.5,-0.5,0,7963
6250,1.5,0,0,10343
6250,1.5,0.2,0,10819
6250,1.5,0.5,0,11295
6250,2,-2.5,0,9868
6250,2,-2,0,9392
6250,2,-1.5,0,8916
6250,2,-1,0,8440
6250,2,-0.5,0,7964
6250,2,0,0,10344
6250,2,0.2,0,10820
6250,2,0.5,0,11296
6250,2.5,-2.5,0,9869
6250,2.5,-2,0,9393
6250,2.5,-1.5,0,8917
6250,2.5,-1,0,8441
6250,2.5,-0.5,0,7965
6250,2.5,0,0,10345
6250,2.5,0.2,0,10821
6250,2.5,0.5,0,11297
6250,3,-2.5,0,9870
6250,3,-2,0,9394
6250,3,-1.5,0,8918
6250,3,-1,0,8442
6250,3,-0.5,0,7966
6250,3,0,0,10346
6250,3,0.2,0,10822
6250,3,0.5,0,11298
6250,3.5,-2.5,0,9871
6250,3.5,-2,0,9395
6250,3.5,-1.5,0,8919
6250,3.5,-1,0,8443
6250,3.5,-0.5,0,7967
6250,3.5,0,0,10347
6250,3.5,0.2,0,10823
6250,3.5,0.5,0,11299
6250,4,-2.5,0,9872
6250,4,-2,0,9396
6250,4,-1.5,0,8920
6250,4,-1,0,8444
6250,4,-0.5,0,7968
6250,4,0,0,10348
6250,4,0.2,0,10824
6250,4,0.5,0,11300
6250,4.5,-2.5,0,9873
6250,4.5,-2,0,9397
6250,4.5,-1.5,0,8921
6250,4.5,-1,0,8445
6250,4.5,-0.5,0,7969
6250,4.5,0,0,10349
6250,4.5,0.2,0,10825
6250,4.5,0.5,0,11301
6250,5,-2.5,0,9874
6250,5,-2,0,9398
6250,5,-1.5,0,8922
6250,5,-1,0,8446
6250,5,-0.5,0,7970
6250,5,0,0,10350
6250,5,0.2,0,10826
6250,5,0.5,0,11302
6500,0.5,-2.5,0,9875
6500,0.5,-2,0,9399
6500,0.5,-1.5,0,8923
6500,0.5,-1,0,8447
6500,0.5,-0.5,0,7971
6500,0.5,0,0,10351
6500,0.5,0.2,0,10827
6500,0.5,0.5,0,11303
6500,1,-2.5,0,9876
6500,1,-2,0,9400
6500,1,-1.5,0,8924
6500,1,-1,0,8448
6500,1,-0.5,0,7972
6500,1,0,0,10352
6500,1,0.2,0,10828
6500,1,0.5,0,11304
6500,1.5,-2.5,0,9877
6500,1.5,-2,0,9401
6500,1.5,-1.5,0,8925
6500,1.5,-1,0,8449
6500,1.5,-0.5,0,7973
6500,1.5,0,0,10353
6500,1.5,0.2,0,10829
6500,1.5,0.5,0,11305
6500,2,-2.5,0,9878
6500,2,-2,0,9402
6500,2,-1.5,0,8926
6500,2,-1,0,8450
6500,2,-0.5,0,7974
6500,2,0,0,10354
6500,2,0.2,0,10830
6500,2,0.5,0,11306
6500,2.5,-2.5,0,9879
6500,2.5,-2,0,9403
6500,2.5,-1.5,0,8927
6500,2.5,-1,0,8451
6500,2.5,-0.5,0,7975
6500,2.5,0,0,10355
6500,2.5,0.2,0,10831
6500,2.5,0.5,0,11307
6500,3,-2.5,0,9880
6500,3,-2,0,9404
6500,3,-1.5,0,8928
6500,3,-1,0,8452
6500,3,-0.5,0,7976
6500,3,0,0,10356
6500,3,0.2,0,10832
6500,3,0.5,0,11308
6500,3.5,-2.5,0,9881
6500,3.5,-2,0,9405
6500,3.5,-1.5,0,8929
6500,3.5,-1,0,8453
6500,3.5,-0.5,0,7977
6500,3.5,0,0,10357
6500,3.5,0.2,0,10833
6500,3.5,0.5,0,11309
6500,4,-2.5,0,9882
6500,4,-2,0,9406
6500,4,-1.5,0,8930
6500,4,-1,0,8454
6500,4,-0.5,0,7978
6500,4,0,0,10358
6500,4,0.2,0,10834
6500,4,0.5,0,11310
6500,4.5,-2.5,0,9883
6500,4.5,-2,0,9407
6500,4.5,-1.5,0,8931
6500,4.5,-1,0,8455
6500,4.5,-0.5,0,7979
6500,4.5,0,0,10359
6500,4.5,0.2,0,10835
6500,4.5,0.5,0,11311
6500,5,-2.5,0,9884
6500,5,-2,0,9408
6500,5,-1.5,0,8932
6500,5,-1,0,8456
6500,5,-0.5,0,7980
6500,5,0,0,10360
6500,5,0.2,0,10836
6500,5,0.5,0,11312
6750,0.5,-2.5,0,9885
6750,0.5,-2,0,9409
6750,0.5,-1.5,0,8933
6750,0.5,-1,0,8457
6750,0.5,-0.5,0,7981
6750,0.5,0,0,10361
6750,0.5,0.2,0,10837
6750,0.5,0.5,0,11313
6750,1,-2.5,0,9886
6750,1,-2,0,9410
6750,1,-1.5,0,8934
6750,1,-1,0,8458
6750,1,-0.5,0,7982
6750,1,0,0,10362
6750,1,0.2,0,10838
6750,1,0.5,0,11314
6750,1.5,-2.5,0,9887
6750,1.5,-2,0,9411
6750,1.5,-1.5,0,8935
6750,1.5,-1,0,8459
6750,1.5,-0.5,0,7983
6750,1.5,0,0,10363
6750,1.5,0.2,0,10839
6750,1.5,0.5,0,11315
6750,2,-2.5,0,9888
6750,2,-2,0,9412
6750,2,-1.5,0,8936
6750,2,-1,0,8460
6750,2,-0.5,0,7984
6750,2,0,0,10364
6750,2,0.2,0,10840
6750,2,0.5,0,11316
6750,2.5,-2.5,0,9889
6750,2.5,-2,0,9413
6750,2.5,-1.5,0,8937
6750,2.5,-1,0,8461
6750,2.5,-0.5,0,7985
6750,2.5,0,0,10365
6750,2.5,0.2,0,10841
6750,2.5,0.5,0,11317
6750,3,-2.5,0,9890
6750,3,-2,0,9414
6750,3,-1.5,0,8938
6750,3,-1,0,8462
6750,3,-0.5,0,7986
6750,3,0,0,10366
6750,3,0.2,0,10842
6750,3,0.5,0,11318
6750,3.5,-2.5,0,9891
6750,3.5,-2,0,9415
6750,3.5,-1.5,0,8939
6750,3.5,-1,0,8463
6750,3.5,-0.5,0,7987
6750,3.5,0,0,10367
6750,3.5,0.2,0,10843
6750,3.5,0.5,0,11319
6750,4,-2.5,0,9892
6750,4,-2,0,9416
6750,4,-1.5,0,8940
6750,4,-1,0,8464
6750,4,-0.5,0,7988
6750,4,0,0,10368
6750,4,0.2,0,10844
6750,4,0.5,0,11320
6750,4.5,-2.5,0,9893
6750,4.5,-2,0,9417
6750,4.5,-1.5,0,8941
6750,4.5,-1,0,8465
6750,4.5,-0.5,0,7989
6750,4.5,0,0,10369
6750,4.5,0.2,0,10845
6750,4.5,0.5,0,11321
6750,5,-2.5,0,9894
6750,5,-2,0,9418
6750,5,-1.5,0,8942
6750,5,-1,0,8466
6750,5,-0.5,0,7990
6750,5,0,0,10370
6750,5,0.2,0,10846
6750,5,0.5,0,11322
7000,0.5,-2.5,0,9895
7000,0.5,-2,0,9419
7000,0.5,-1.5,0,8943
7000,0.5,-1,0,8467
7000,0.5,-0.5,0,7991
7000,0.5,0,0,10371
7000,0.5,0.2,0,10847
7000,0.5,0.5,0,11323
7000,1,-2.5,0,9896
7000,1,-2,0,9420
7000,1,-1.5,0,8944
7000,1,-1,0,8468
7000,1,-0.5,0,7992
7000,1,0,0,10372
7000,1,0.2,0,10848
7000,1,0.5,0,11324
7000,1.5,-2.5,0,9897
7000,1.5,-2,0,9421
7000,1.5,-1.5,0,8945
7000,1.5,-1,0,8469
7000,1.5,-0.5,0,7993
7000,1.5,0,0,10373
7000,1.5,0.2,0,10849
7000,1.5,0.5,0,11325
7000,2,-2.5,0,9898
7000,2,-2,0,9422
7000,2,-1.5,0,8946
7000,2,-1,0,8470
7000,2,-0.5,0,7994
7000,2,0,0,10374
7000,2,0.2,0,10850
7000,2,0.5,0,11326
7000,2.5,-2.5,0,9899
7000,2.5,-2,0,9423
7000,2.5,-1.5,0,8947
7000,2.5,-1,0,8471
7000,2.5,-0.5,0,7995
7000,2.5,0,0,10375
7000,2.5,0.2,0,10851
7000,2.5,0.5,0,11327
7000,3,-2.5,0,9900
7000,3,-2,0,9424
7000,3,-1.5,0,8948
7000,3,-1,0,8472
7000,3,-0.5,0,7996
7000,3,0,0,10376
7000,3,0.2,0,10852
7000,3,0.5,0,11328
7000,3.5,-2.5,0,9901
7000,3.5,-2,0,9425
7000,3.5,-1.5,0,8949
7000,3.5,-1,0,8473
7000,3.5,-0.5,0,7997
7000,3.5,0,0,10377
7000,3.5,0.2,0,10853
7000,3.5,0.5,0,11329
7000,4,-2.5,0,9902
7000,4,-2,0,9426
7000,4,-1.5,0,8950
7000,4,-1,0,8474
7000,4,-0.5,0,7998
7000,4,0,0,10378
7000,4,0.2,0,10854
7000,4,0.5,0,11330
7000,4.5,-2.5,0,9903
7000,4.5,-2,0,9427
7000,4.5,-1.5,0,8951
7000,4.5,-1,0,8475
7000,4.5,-0.5,0,7999
7000,4.5,0,0,10379
7000,4.5,0.2,0,10855
7000,4.5,0.5,0,11331
7000,5,-2.5,0,9904
7000,5,-2,0,9428
7000,5,-1.5,0,8952
7000,5,-1,0,8476
7000,5,-0.5,0,8000
7000,5,0,0,10380
7000,5,0.2,0,10856
7000,5,0.5,0,11332
7250,0.5,-2.5,0,9905
7250,0.5,-2,0,9429
7250,0.5,-1.5,0,8953
7250,0.5,-1,0,8477
7250,0.5,-0.5,0,8001
7250,0.5,0,0,10381
7250,0.5,0.2,0,10857
7250,0.5,0.5,0,11333
7250,1,-2.5,0,9906
7250,1,-2,0,9430
7250,1,-1.5,0,8954
7250,1,-1,0,8478
7250,1,-0.5,0,8002
7250,1,0,0,10382
7250,1,0.2,0,10858
7250,1,0.5,0,11334
7250,1.5,-2.5,0,9907
7250,1.5,-2,0,9431
7250,1.5,-1.5,0,8955
7250,1.5,-1,0,8479
7250,1.5,-0.5,0,8003
7250,1.5,0,0,10383
7250,1.5,0.2,0,10859
7250,1.5,0.5,0,11335
7250,2,-2.5,0,9908
7250,2,-2,0,9432
7250,2,-1.5,0,8956
7250,2,-1,0,8480
7250,2,-0.5,0,8004
7250,2,0,0,10384
7250,2,0.2,0,10860
7250,2,0.5,0,11336
7250,2.5,-2.5,0,9909
7250,2.5,-2,0,9433
7250,2.5,-1.5,0,8957
7250,2.5,-1,0,8481
7250,2.5,-0.5,0,8005
7250,2.5,0,0,10385
7250,2.5,0.2,0,10861
7250,2.5,0.5,0,11337
7250,3,-2.5,0,9910
7250,3,-2,0,9434
7250,3,-1.5,0,8958
7250,3,-1,0,8482
7250,3,-0.5,0,8006
7250,3,0,0,10386
7250,3,0.2,0,10862
7250,3,0.5,0,11338
7250,3.5,-2.5,0,9911
7250,3.5,-2,0,9435
7250,3.5,-1.5,0,8959
7250,3.5,-1,0,8483
7250,3.5,-0.5,0,8007
7250,3.5,0,0,10387
7250,3.5,0.2,0,10863
7250,3.5,0.5,0,11339
7250,4,-2.5,0,9912
7250,4,-2,0,9436
7250,4,-1.5,0,8960
7250,4,-1,0,8484
7250,4,-0.5,0,8008
7250,4,0,0,10388
7250,4,0.2,0,10864
7250,4,0.5,0,11340
7250,4.5,-2.5,0,9913
7250,4.5,-2,0,9437
7250,4.5,-1.5,0,8961
7250,4.5,-1,0,8485
7250,4.5,-0.5,0,8009
7250,4.5,0,0,10389
7250,4.5,0.2,0,10865
7250,4.5,0.5,0,11341
7250,5,-2.5,0,9914
7250,5,-2,0,9438
7250,5,-1.5,0,8962
7250,5,-1,0,8486
7250,5,-0.5,0,8010
7250,5,0,0,10390
7250,5,0.2,0,10866
7250,5,0.5,0,11342
7500,0.5,-2.5,0,9915
7500,0.5,-2,0,9439
7500,0.5,-1.5,0,8963
7500,0.5,-1,0,8487
7500,0.5,-0.5,0,8011
7500,0.5,0,0,10391
7500,0.5,0.2,0,10867
7500,0.5,0.5,0,11343
7500,1,-2.5,0,9916
7500,1,-2,0,9440
7500,1,-1.5,0,8964
7500,1,-1,0,8488
7500,1,-0.5,0,8012
7500,1,0,0,10392
7500,1,0.2,0,10868
7500,1,0.5,0,11344
7500,1.5,-2.5,0,9917
7500,1.5,-2,0,9441
7500,1.5,-1.5,0,8965
7500,1.5,-1,0,8489
7500,1.5,-0.5,0,8013
7500,1.5,0,0,10393
7500,1.5,0.2,0,10869
7500,1.5,0.5,0,11345
7500,2,-2.5,0,9918
7500,2,-2,0,9442
7500,2,-1.5,0,8966
7500,2,-1,0,8490
7500,2,-0.5,0,8014
7500,2,0,0,10394
7500,2,0.2,0,10870
7500,2,0.5,0,11346
7500,2.5,-2.5,0,9919
7500,2.5,-2,0,9443
7500,2.5,-1.5,0,8967
7500,2.5,-1,0,8491
7500,2.5,-0.5,0,8015
7500,2.5,0,0,10395
7500,2.5,0.2,0,10871
7500,2.5,0.5,0,11347
7500,3,-2.5,0,9920
7500,3,-2,0,9444
7500,3,-1.5,0,8968
7500,3,-1,0,8492
7500,3,-0.5,0,8016
7500,3,0,0,10396
7500,3,0.2,0,10872
7500,3,0.5,0,11348
7500,3.5,-2.5,0,9921
7500,3.5,-2,0,9445
7500,3.5,-1.5,0,8969
7500,3.5,-1,0,8493
7500,3.5,-0.5,0,8017
7500,3.5,0,0,10397
7500,3.5,0.2,0,10873
7500,3.5,0.5,0,11349
7500,4,-2.5,0,9922
7500,4,-2,0,9446
7500,4,-1.5,0,8970
7500,4,-1,0,8494
7500,4,-0.5,0,8018
7500,4,0,0,10398
7500,4,0.2,0,10874
7500,4,0.5,0,11350
7500,4.5,-2.5,0,9923
7500,4.5,-2,0,9447
7500,4.5,-1.5,0,8971
7500,4.5,-1,0,8495
7500,4.5,-0.5,0,8019
7500,4.5,0,0,10399
7500,4.5,0.2,0,10875
7500,4.5,0.5,0,11351
7500,5,-2.5,0,9924
7500,5,-2,0,9448
7500,5,-1.5,0,8972
7500,5,-1,0,8496
7500,5,-0.5,0,8020
7500,5,0,0,10400
7500,5,0.2,0,10876
7500,5,0.5,0,11352
7750,1,-2.5,0,9925
7750,1,-2,0,9449
7750,1,-1.5,0,8973
7750,1,-1,0,8497
7750,1,-0.5,0,8021
7750,1,0,0,10401
7750,1,0.2,0,10877
7750,1,0.5,0,11353
7750,1.5,-2.5,0,9926
7750,1.5,-2,0,9450
7750,1.5,-1.5,0,8974
7750,1.5,-1,0,8498
7750,1.5,-0.5,0,8022
7750,1.5,0,0,10402
7750,1.5,0.2,0,10878
7750,1.5,0.5,0,11354
7750,2,-2.5,0,9927
7750,2,-2,0,9451
7750,2,-1.5,0,8975
7750,2,-1,0,8499
7750,2,-0.5,0,8023
7750,2,0,0,10403
7750,2,0.2,0,10879
7750,2,0.5,0,11355
7750,2.5,-2.5,0,9928
7750,2.5,-2,0,9452
7750,2.5,-1.5,0,8976
7750,2.5,-1,0,8500
7750,2.5,-0.5,0,8024
7750,2.5,0,0,10404
7750,2.5,0.2,0,10880
7750,2.5,0.5,0,11356
7750,3,-2.5,0,9929
7750,3,-2,0,9453
7750,3,-1.5,0,8977
7750,3,-1,0,8501
7750,3,-0.5,0,8025
7750,3,0,0,10405
7750,3,0.2,0,10881
7750,3,0.5,0,11357
7750,3.5,-2.5,0,9930
7750,3.5,-2,0,9454
7750,3.5,-1.5,0,8978
7750,3.5,-1,0,8502
7750,3.5,-0.5,0,8026
7750,3.5,0,0,10406
7750,3.5,0.2,0,10882
7750,3.5,0.5,0,11358
7750,4,-2.5,0,9931
7750,4,-2,0,9455
7750,4,-1.5,0,8979
7750,4,-1,0,8503
7750,4,-0.5,0,8027
7750,4,0,0,10407
7750,4,0.2,0,10883
7750,4,0.5,0,11359
7750,4.5,-2.5,0,9932
7750,4.5,-2,0,9456
7750,4.5,-1.5,0,8980
7750,4.5,-1,0,8504
7750,4.5,-0.5,0,8028
7750,4.5,0,0,10408
7750,4.5,0.2,0,10884
7750,4.5,0.5,0,11360
7750,5,-2.5,0,9933
7750,5,-2,0,9457
7750,5,-1.5,0,8981
7750,5,-1,0,8505
7750,5,-0.5,0,8029
7750,5,0,0,10409
7750,5,0.2,0,10885
7750,5,0.5,0,11361
8000,1,-2.5,0,9934
8000,1,-2,0,9458
8000,1,-1.5,0,8982
8000,1,-1,0,8506
8000,1,-0.5,0,8030
8000,1,0,0,10410
8000,1,0.2,0,10886
8000,1,0.5,0,11362
8000,1.5,-2.5,0,9935
8000,1.5,-2,0,9459
8000,1.5,-1.5,0,8983
8000,1.5,-1,0,8507
8000,1.5,-0.5,0,8031
8000,1.5,0,0,10411
8000,1.5,0.2,0,10887
8000,1.5,0.5,0,11363
8000,2,-2.5,0,9936
8000,2,-2,0,9460
8000,2,-1.5,0,8984
8000,2,-1,0,8508
8000,2,-0.5,0,8032
8000,2,0,0,10412
8000,2,0.2,0,10888
8000,2,0.5,0,11364
8000,2.5,-2.5,0,9937
8000,2.5,-2,0,9461
8000,2.5,-1.5,0,8985
8000,2.5,-1,0,8509
8000,2.5,-0.5,0,8033
8000,2.5,0,0,10413
8000,2.5,0.2,0,10889
8000,2.5,0.5,0,11365
8000,3,-2.5,0,9938
8000,3,-2,0,9462
8000,3,-1.5,0,8986
8000,3,-1,0,8510
8000,3,-0.5,0,8034
8000,3,0,0,10414
8000,3,0.2,0,10890
8000,3,0.5,0,11366
8000,3.5,-2.5,0,9939
8000,3.5,-2,0,9463
8000,3.5,-1.5,0,8987
8000,3.5,-1,0,8511
8000,3.5,-0.5,0,8035
8000,3.5,0,0,10415
8000,3.5,0.2,0,10891
8000,3.5,0.5,0,11367
8000,4,-2.5,0,9940
8000,4,-2,0,9464
8000,4,-1.5,0,8988
8000,4,-1,0,8512
8000,4,-0.5,0,8036
8000,4,0,0,10416
8000,4,0.2,0,10892
8000,4,0.5,0,11368
8000,4.5,-2.5,0,9941
8000,4.5,-2,0,9465
8000,4.5,-1.5,0,8989
8000,4.5,-1,0,8513
8000,4.5,-0.5,0,8037
8000,4.5,0,0,10417
8000,4.5,0.2,0,10893
8000,4.5,0.5,0,11369
8000,5,-2.5,0,9942
8000,5,-2,0,9466
8000,5,-1.5,0,8990
8000,5,-1,0,8514
8000,5,-0.5,0,8038
8000,5,0,0,10418
8000,5,0.2,0,10894
8000,5,0.5,0,11370
8250,1,-2.5,0,9943
8250,1,-2,0,9467
8250,1,-1.5,0,8991
8250,1,-1,0,8515
8250,1,-0.5,0,8039
8250,1,0,0,10419
8250,1,0.2,0,10895
8250,1,0.5,0,11371
8250,1.5,-2.5,0,9944
8250,1.5,-2,0,9468
8250,1.5,-1.5,0,8992
8250,1.5,-1,0,8516
8250,1.5,-0.5,0,8040
8250,1.5,0,0,10420
8250,1.5,0.2,0,10896
8250,1.5,0.5,0,11372
8250,2,-2.5,0,9945
8250,2,-2,0,9469
8250,2,-1.5,0,8993
8250,2,-1,0,8517
8250,2,-0.5,0,8041
8250,2,0,0,10421
8250,2,0.2,0,10897
8250,2,0.5,0,11373
8250,2.5,-2.5,0,9946
8250,2.5,-2,0,9470
8250,2.5,-1.5,0,8994
8250,2.5,-1,0,8518
8250,2.5,-0.5,0,8042
8250,2.5,0,0,10422
8250,2.5,0.2,0,10898
8250,2.5,0.5,0,11374
8250,3,-2.5,0,9947
8250,3,-2,0,9471
8250,3,-1.5,0,8995
8250,3,-1,0,8519
8250,3,-0.5,0,8043
8250,3,0,0,10423
8250,3,0.2,0,10899
8250,3,0.5,0,11375
8250,3.5,-2.5,0,9948
8250,3.5,-2,0,9472
8250,3.5,-1.5,0,8996
8250,3.5,-1,0,8520
8250,3.5,-0.5,0,8044
8250,3.5,0,0,10424
8250,3.5,0.2,0,10900
8250,3.5,0.5,0,11376
8250,4,-2.5,0,9949
8250,4,-2,0,9473
8250,4,-1.5,0,8997
8250,4,-1,0,8521
8250,4,-0.5,0,8045
8250,4,0,0,10425
8250,4,0.2,0,10901
8250,4,0.5,0,11377
8250,4.5,-2.5,0,9950
8250,4.5,-2,0,9474
8250,4.5,-1.5,0,8998
8250,4.5,-1,0,8522
8250,4.5,-0.5,0,8046
8250,4.5,0,0,10426
8250,4.5,0.2,0,10902
8250,4.5,0.5,0,11378
8250,5,-2.5,0,9951
8250,5,-2,0,9475
8250,5,-1.5,0,8999
8250,5,-1,0,8523
8250,5,-0.5,0,8047
8250,5,0,0,10427
8250,5,0.2,0,10903
8250,5,0.5,0,11379
8500,1.5,-2.5,0,9952
8500,1.5,-2,0,9476
8500,1.5,-1.5,0,9000
8500,1.5,-1,0,8524
8500,1.5,-0.5,0,8048
8500,1.5,0,0,10428
8500,1.5,0.2,0,10904
8500,1.5,0.5,0,11380
8500,2,-2.5,0,9953
8500,2,-2,0,9477
8500,2,-1.5,0,9001
8500,2,-1,0,8525
8500,2,-0.5,0,8049
8500,2,0,0,10429
8500,2,0.2,0,10905
8500,2,0.5,0,11381
8500,2.5,-2.5,0,9954
8500,2.5,-2,0,9478
8500,2.5,-1.5,0,9002
8500,2.5,-1,0,8526
8500,2.5,-0.5,0,8050
8500,2.5,0,0,10430
8500,2.5,0.2,0,10906
8500,2.5,0.5,0,11382
8500,3,-2.5,0,9955
8500,3,-2,0,9479
8500,3,-1.5,0,9003
8500,3,-1,0,8527
8500,3,-0.5,0,8051
8500,3,0,0,10431
8500,3,0.2,0,10907
8500,3,0.5,0,11383
8500,3.5,-2.5,0,9956
8500,3.5,-2,0,9480
8500,3.5,-1.5,0,9004
8500,3.5,-1,0,8528
8500,3.5,-0.5,0,8052
8500,3.5,0,0,10432
8500,3.5,0.2,0,10908
8500,3.5,0.5,0,11384
8500,4,-2.5,0,9957
8500,4,-2,0,9481
8500,4,-1.5,0,9005
8500,4,-1,0,8529
8500,4,-0.5,0,8053
8500,4,0,0,10433
8500,4,0.2,0,10909
8500,4,0.5,0,11385
8500,4.5,-2.5,0,9958
8500,4.5,-2,0,9482
8500,4.5,-1.5,0,9006
8500,4.5,-1,0,8530
8500,4.5,-0.5,0,8054
8500,4.5,0,0,10434
8500,4.5,0.2,0,10910
8500,4.5,0.5,0,11386
8500,5,-2.5,0,9959
8500,5,-2,0,9483
8500,5,-1.5,0,9007
8500,5,-1,0,8531
8500,5,-0.5,0,8055
8500,5,0,0,10435
8500,5,0.2,0,10911
8500,5,0.5,0,11387
8750,1.5,-2.5,0,9960
8750,1.5,-2,0,9484
8750,1.5,-1.5,0,9008
8750,1.5,-1,0,8532
8750,1.5,-0.5,0,8056
8750,1.5,0,0,10436
8750,1.5,0.2,0,10912
8750,1.5,0.5,0,11388
8750,2,-2.5,0,9961
8750,2,-2,0,9485
8750,2,-1.5,0,9009
8750,2,-1,0,8533
8750,2,-0.5,0,8057
8750,2,0,0,10437
8750,2,0.2,0,10913
8750,2,0.5,0,11389
8750,2.5,-2.5,0,9962
8750,2.5,-2,0,9486
8750,2.5,-1.5,0,9010
8750,2.5,-1,0,8534
8750,2.5,-0.5,0,8058
8750,2.5,0,0,10438
8750,2.5,0.2,0,10914
8750,2.5,0.5,0,11390
8750,3,-2.5,0,9963
8750,3,-2,0,9487
8750,3,-1.5,0,9011
8750,3,-1,0,8535
8750,3,-0.5,0,8059
8750,3,0,0,10439
8750,3,0.2,0,10915
8750,3,0.5,0,11391
8750,3.5,-2.5,0,9964
8750,3.5,-2,0,9488
8750,3.5,-1.5,0,9012
8750,3.5,-1,0,8536
8750,3.5,-0.5,0,8060
8750,3.5,0,0,10440
8750,3.5,0.2,0,10916
8750,3.5,0.5,0,11392
8750,4,-2.5,0,9965
8750,4,-2,0,9489
8750,4,-1.5,0,9013
8750,4,-1,0,8537
8750,4,-0.5,0,8061
8750,4,0,0,10441
8750,4,0.2,0,10917
8750,4,0.5,0,11393
8750,4.5,-2.5,0,9966
8750,4.5,-2,0,9490
8750,4.5,-1.5,0,9014
8750,4.5,-1,0,8538
8750,4.5,-0.5,0,8062
8750,4.5,0,0,10442
8750,4.5,0.2,0,10918
8750,4.5,0.5,0,11394
8750,5,-2.5,0,9967
8750,5,-2,0,9491
8750,5,-1.5,0,9015
8750,5,-1,0,8539
8750,5,-0.5,0,8063
8750,5,0,0,10443
8750,5,0.2,0,10919
8750,5,0.5,0,11395
9000,1.5,-2.5,0,9968
9000,1.5,-2,0,9492
9000,1.5,-1.5,0,9016
9000,1.5,-1,0,8540
9000,1.5,-0.5,0,8064
9000,1.5,0,0,10444
9000,1.5,0.2,0,10920
9000,1.5,0.5,0,11396
9000,2,-2.5,0,9969
9000,2,-2,0,9493
9000,2,-1.5,0,9017
9000,2,-1,0,8541
9000,2,-0.5,0,8065
9000,2,0,0,10445
9000,2,0.2,0,10921
9000,2,0.5,0,11397
9000,2.5,-2.5,0,9970
9000,2.5,-2,0,9494
9000,2.5,-1.5,0,9018
9000,2.5,-1,0,8542
9000,2.5,-0.5,0,8066
9000,2.5,0,0,10446
9000,2.5,0.2,0,10922
9000,2.5,0.5,0,11398
9000,3,-2.5,0,9971
9000,3,-2,0,9495
9000,3,-1.5,0,9019
9000,3,-1,0,8543
9000,3,-0.5,0,8067
9000,3,0,0,10447
9000,3,0.2,0,10923
9000,3,0.5,0,11399
9000,3.5,-2.5,0,9972
9000,3.5,-2,0,9496
9000,3.5,-1.5,0,9020
9000,3.5,-1,0,8544
9000,3.5,-0.5,0,8068
9000,3.5,0,0,10448
9000,3.5,0.2,0,10924
9000,3.5,0.5,0,11400
9000,4,-2.5,0,9973
9000,4,-2,0,9497
9000,4,-1.5,0,9021
9000,4,-1,0,8545
9000,4,-0.5,0,8069
9000,4,0,0,10449
9000,4,0.2,0,10925
9000,4,0.5,0,11401
9000,4.5,-2.5,0,9974
9000,4.5,-2,0,9498
9000,4.5,-1.5,0,9022
9000,4.5,-1,0,8546
9000,4.5,-0.5,0,8070
9000,4.5,0,0,10450
9000,4.5,0.2,0,10926
9000,4.5,0.5,0,11402
9000,5,-2.5,0,9975
9000,5,-2,0,9499
9000,5,-1.5,0,9023
9000,5,-1,0,8547
9000,5,-0.5,0,8071
9000,5,0,0,10451
9000,5,0.2,0,10927
9000,5,0.5,0,11403
9250,2,-2.5,0,9976
9250,2,-2,0,9500
9250,2,-1.5,0,9024
9250,2,-1,0,8548
9250,2,-0.5,0,8072
9250,2,0,0,10452
9250,2,0.2,0,10928
9250,2,0.5,0,11404
9250,2.5,-2.5,0,9977
9250,2.5,-2,0,9501
9250,2.5,-1.5,0,9025
9250,2.5,-1,0,8549
9250,2.5,-0.5,0,8073
9250,2.5,0,0,10453
9250,2.5,0.2,0,10929
9250,2.5,0.5,0,11405
9250,3,-2.5,0,9978
9250,3,-2,0,9502
9250,3,-1.5,0,9026
9250,3,-1,0,8550
9250,3,-0.5,0,8074
9250,3,0,0,10454
9250,3,0.2,0,10930
9250,3,0.5,0,11406
9250,3.5,-2.5,0,9979
9250,3.5,-2,0,9503
9250,3.5,-1.5,0,9027
9250,3.5,-1,0,8551
